,spent_rate,customer_state,customer_city,customer_count,total_spent,customer_count_percent,total_spent_percent
368,med,SC,itajai,47,4206.62,0.04939984444304303,0.03844770964702648
369,med,SP,santana de parnaiba,49,4205.21,0.05150196548317252,0.03843482251422097
370,low,SP,maua,124,4147.01,0.1303315044880284,0.037902885543099986
371,med,RJ,teresopolis,48,4125.0,0.05045090496310778,0.037701718313987054
372,high,MG,patrocinio,17,4115.67,0.01786802884110067,0.037616443882018694
373,high,MG,joao monlevade,19,4114.42,0.01997014988123016,0.03760501911889324
374,high,BA,alagoinhas,19,4111.85,0.01997014988123016,0.037581529805907316
375,high,SP,jandira,21,4102.86,0.02207227092135965,0.03749936290950907
376,med,SP,atibaia,46,4093.55,0.04834878392297828,0.037414271273750715
377,high,MG,lagoa santa,19,4085.54,0.01997014988123016,0.037341061391642824
378,low,SP,piracicaba,121,4078.5299999999997,0.12717832292783418,0.0372769913200353
379,med,SP,sao vicente,46,4065.7200000000003,0.04834878392297828,0.03715991034752568
380,high,TO,araguaina,18,4063.7,0.018919089361165414,0.03714144793031495
381,high,SP,fernandopolis,18,4020.52,0.018919089361165414,0.03674679091290939
382,low,SP,mogi das cruzes,114,3979.36,0.11982089928738097,0.036370596312714554
383,low,MG,uberlandia,112,3975.15,0.11771877824725148,0.03633211771050803
384,high,MT,sinop,17,3969.59,0.01786802884110067,0.03628130036412603
385,high,RN,parnamirim,21,3959.12,0.02207227092135965,0.03618560654818725
386,high,CE,juazeiro do norte,16,3951.5699999999997,0.016816968321035925,0.03611660097890953
387,high,MG,araguari,17,3947.8399999999997,0.01786802884110067,0.03608250948574318
388,high,MS,tres lagoas,17,3946.62,0.01786802884110067,0.03607135891693274
389,low,MA,sao luis,110,3941.15,0.115616657207122,0.03602136415349578
390,low,MG,juiz de fora,113,3939.57,0.11876983876731623,0.0360069232529052
391,low,SP,taboao da serra,118,3921.86,0.12402514136763995,0.03584505720894382
392,high,SC,videira,19,3914.23,0.01997014988123016,0.03577532045482607
393,med,PR,cascavel,44,3900.2000000000003,0.046246662882848795,0.035647088913506014
394,high,SP,registro,17,3891.5099999999998,0.01786802884110067,0.03556766396025788
395,high,SP,aruja,19,3875.0299999999997,0.01997014988123016,0.03541703988321194
396,high,SP,leme,18,3868.2599999999998,0.018919089361165414,0.035355163366124494
397,high,SP,andradina,16,3846.33,0.016816968321035925,0.03515472732185159
398,high,RJ,itaperuna,16,3825.71,0.016816968321035925,0.03496626442933416
399,high,SP,itapecerica da serra,21,3823.4,0.02207227092135965,0.03494515146707833
400,high,PR,pinhais,18,3819.69,0.018919089361165414,0.03491124277012199
401,med,MG,sete lagoas,42,3799.05,0.0441445418427193,0.03472259708139455
402,high,MG,teofilo otoni,20,3796.1,0.021021210401294906,0.034695634640418485
403,low,ES,vila velha,110,3791.56,0.115616657207122,0.034654139900746846
404,med,RS,passo fundo,42,3788.89,0.0441445418427193,0.034629736606710884
405,high,SP,peruibe,18,3778.22,0.018919089361165414,0.03453221482867204
406,high,SP,sertaozinho,16,3777.2999999999997,0.016816968321035925,0.0345238062030117
407,med,SP,santa barbara d'oeste,46,3766.78,0.04834878392297828,0.034427655396547914
408,med,MG,governador valadares,41,3755.61,0.04309348132265456,0.034325563713258886
409,high,BA,juazeiro,17,3711.36,0.01786802884110067,0.033921127098617936
410,high,RS,osorio,18,3704.63,0.018919089361165414,0.03385961617395051
411,high,SP,jaboticabal,18,3703.83,0.018919089361165414,0.03385230432555022
412,med,SP,itu,43,3703.25,0.045195602362784054,0.03384700323546001
413,low,SP,diadema,113,3699.24,0.11876983876731623,0.03381035259535356
414,high,SP,mococa,16,3682.58,0.016816968321035925,0.03365808335241756
415,high,RS,sapucaia do sul,17,3681.81,0.01786802884110067,0.03365104569833228
416,high,BA,porto seguro,15,3655.48,0.01576590780097118,0.03341039448785779
417,high,RJ,queimados,17,3651.73,0.01786802884110067,0.033376120198481435
418,high,SP,adamantina,16,3650.13,0.016816968321035925,0.03336149650168086
419,med,SP,itapecerica da serra,43,3637.4,0.045195602362784054,0.03324514671401127
420,high,RS,erechim,18,3625.35,0.018919089361165414,0.03313501199748192
421,high,ES,colatina,16,3620.98,0.016816968321035925,0.033095071025595356
422,low,SP,sao jose do rio preto,108,3603.65,0.11351453616699249,0.032936678109624105
423,high,SP,mongagua,17,3601.52,0.01786802884110067,0.03291721031325834
424,high,MG,curvelo,17,3583.88,0.01786802884110067,0.03275598405603198
425,med,RJ,barra mansa,41,3578.06,0.04309348132265456,0.03270279035891988
426,high,GO,formosa,16,3575.87,0.016816968321035925,0.03268277417392409
427,med,RJ,cabo frio,38,3573.87,0.03994029976246032,0.03266449455292337
428,high,MT,varzea grande,16,3564.47,0.016816968321035925,0.03257858033421998
429,med,SP,caieiras,41,3559.33,0.04309348132265456,0.03253160170824813
430,med,GO,anapolis,41,3513.51,0.04309348132265456,0.03211281559112161
431,high,PR,paranavai,15,3507.2799999999997,0.01576590780097118,0.03205587457170436
432,low,SP,taubate,96,3491.16,0.10090180992621556,0.03190854082643855
433,high,PR,apucarana,16,3483.4,0.016816968321035925,0.03183761589695576
434,high,MA,imperatriz,15,3482.19,0.01576590780097118,0.03182655672625032
435,high,MG,timoteo,15,3481.04,0.01576590780097118,0.031816045944174906
436,high,SP,cruzeiro,15,3479.97,0.01576590780097118,0.03180626634693952
437,high,BA,luis eduardo magalhaes,14,3466.9,0.014714847280906435,0.03168680902369981
438,med,ES,cachoeiro de itapemirim,38,3464.81,0.03994029976246032,0.03166770681975405
439,high,PE,paulista,15,3456.4,0.01576590780097118,0.031590841013446024
440,high,BA,valenca,15,3418.3,0.01576590780097118,0.031242614233382288
441,high,BA,paulo afonso,14,3416.45,0.014714847280906435,0.03122570558395662
442,high,BA,camacari,15,3404.52,0.01576590780097118,0.03111666764468732
443,high,RS,alvorada,16,3397.15,0.016816968321035925,0.031049307241299662
444,high,RS,esteio,15,3395.13,0.01576590780097118,0.031030844824088938
445,high,GO,valparaiso de goias,15,3384.38,0.01576590780097118,0.03093259186121006
446,med,SP,itaquaquecetuba,41,3321.1800000000003,0.04309348132265456,0.03035495583758728
447,med,SP,itatiba,37,3320.04,0.038889239242395575,0.030344536453616868
448,low,ES,serra,99,3308.14,0.10405499148640979,0.03023577270866257
449,high,RS,santo angelo,14,3301.06,0.014714847280906435,0.030171062850320025
450,med,MG,divinopolis,36,3296.4,0.03783817872233083,0.03012847133338834
451,med,MG,nova lima,37,3292.67,0.038889239242395575,0.030094379840222
452,med,RS,novo hamburgo,39,3289.57,0.04099136028252507,0.030066046427670884
453,high,SP,penapolis,16,3282.02,0.016816968321035925,0.02999704085839316
454,high,RS,ijui,16,3278.82,0.016816968321035925,0.029967793464792006
455,high,PR,colombo,14,3272.0299999999997,0.014714847280906435,0.029905734151494553
456,high,MG,arcos,14,3268.99,0.014714847280906435,0.02987794912757346
457,high,SP,cubatao,16,3264.58,0.016816968321035925,0.029837642563266868
458,high,RS,cachoeira do sul,15,3263.2999999999997,0.01576590780097118,0.02982594360582641
459,high,MG,ponte nova,14,3254.0699999999997,0.014714847280906435,0.02974158315490808
460,high,RS,capao da canoa,15,3251.05,0.01576590780097118,0.029713980927196994
461,high,MG,pirapora,13,3248.98,0.013663786760841689,0.029695061519461247
462,high,MG,uba,15,3247.69,0.01576590780097118,0.029683271163915784
463,med,RJ,mage,36,3246.79,0.03783817872233083,0.02967504533446546
464,med,MG,pocos de caldas,36,3246.32,0.03783817872233083,0.02967074962353029
465,med,RJ,nilopolis,37,3242.06,0.038889239242395575,0.029631814030798752
466,high,RN,mossoro,15,3234.91,0.01576590780097118,0.029566464385721174
467,low,RJ,duque de caxias,86,3229.72,0.09039120472556811,0.029519028769224305
468,high,BA,santo antonio de jesus,15,3228.37,0.01576590780097118,0.029506690025048816
469,med,RJ,sao joao de meriti,34,3226.8,0.03573605768220134,0.029492340522563255
470,low,SP,sao caetano do sul,96,3216.35,0.10090180992621556,0.02939682950283448
471,low,SP,bauru,92,3210.0,0.09669756784595657,0.029338791706157195
472,high,SC,gaspar,13,3190.04,0.013663786760841689,0.029156361088569997
473,high,BA,simoes filho,13,3182.39,0.013663786760841689,0.02908644153824224
474,low,SP,suzano,81,3176.06,0.08513590212524437,0.02902858653777496
475,high,SP,itupeva,16,3174.62,0.016816968321035925,0.02901542521065444
476,low,MS,campo grande,95,3174.19,0.09985074940615081,0.029011495092139284
477,high,CE,caucaia,12,3165.8399999999997,0.012612726240776945,0.02893517767446127
478,low,SP,praia grande,92,3162.35,0.09669756784595657,0.028903279735815014
479,med,SP,ribeirao pires,35,3154.55,0.036787118202266086,0.028831989213912206
480,high,MT,primavera do leste,14,3144.43,0.014714847280906435,0.02873949433164856
481,low,PR,londrina,92,3144.04,0.09669756784595657,0.02873592980555342
482,med,SP,ferraz de vasconcelos,38,3139.38,0.03994029976246032,0.028693338288621736
483,high,MT,lucas do rio verde,14,3137.9,0.014714847280906435,0.028679811369081203
484,high,PR,cianorte,13,3134.85,0.013663786760841689,0.0286519349470551
485,high,MT,caceres,13,3134.37,0.013663786760841689,0.02864754783801493
486,low,SP,indaiatuba,87,3129.2799999999997,0.09144226524563284,0.028601026202568096
487,med,MG,pouso alegre,35,3126.09,0.036787118202266086,0.02857187020707195
488,med,PR,sao jose dos pinhais,36,3103.9,0.03783817872233083,0.028369057812068946
489,med,SP,araras,35,3103.07,0.036787118202266086,0.02836147176935365
490,low,SP,cotia,92,3095.58,0.09669756784595657,0.028293014588705947
491,med,MG,ribeirao das neves,34,3095.14,0.03573605768220134,0.02828899307208579
492,med,SP,paulinia,34,3093.58,0.03573605768220134,0.028274734967705224
493,high,SP,tupa,14,3091.47,0.014714847280906435,0.028255449967549463
494,high,RS,guaiba,14,3086.25,0.014714847280906435,0.028207740156737587
495,low,SC,joinville,93,3086.18,0.09774862836602133,0.02820710037000256
496,high,MG,ituiutaba,15,3080.85,0.01576590780097118,0.02815838518003564
497,high,PR,arapongas,14,3079.13,0.014714847280906435,0.028142664705975016
498,high,PA,santarem,13,3064.47,0.013663786760841689,0.02800867508403973
499,high,MG,santa barbara,12,3060.0099999999998,0.012612726240776945,0.027967911529208123
500,high,SC,concordia,15,3059.85,0.01576590780097118,0.027966449159528065
501,high,SP,sao jose do rio pardo,15,3036.54,0.01576590780097118,0.027753400176764663
502,med,SP,franco da rocha,33,3025.76,0.0346849971621366,0.027654873019570782
503,med,RJ,resende,36,3025.32,0.03783817872233083,0.02765085150295062
504,med,RS,gravatai,34,2990.19,0.03573605768220134,0.027329769960072955
505,high,PR,umuarama,14,2984.02,0.014714847280906435,0.027273377329285732
506,med,SC,chapeco,33,2982.37,0.0346849971621366,0.027258296641960136
507,high,BA,jequie,13,2970.73,0.013663786760841689,0.027151909247735938
508,high,MG,ibirite,13,2953.43,0.013663786760841689,0.026993790526079704
509,med,RS,rio grande,35,2952.41,0.036787118202266086,0.026984467919369336
510,med,SP,pindamonhangaba,33,2949.6800000000003,0.0346849971621366,0.026959516236703354
511,med,SP,guaratingueta,33,2936.2,0.0346849971621366,0.02683631159115849
512,high,SP,batatais,12,2933.4,0.012612726240776945,0.026810720121757486
513,med,SP,mogi-guacu,34,2924.01,0.03573605768220134,0.0267248973011591
514,high,SP,taquaritinga,14,2920.31,0.014714847280906435,0.026691080002307764
515,low,SP,sao carlos,80,2917.27,0.08408484160517962,0.026663294978386667
516,med,GO,aparecida de goiania,32,2894.42,0.03363393664207185,0.026454450308453427
517,high,SC,cacador,13,2892.71,0.013663786760841689,0.026438821232497814
518,high,PA,altamira,12,2890.98,0.012612726240776945,0.02642300936033219
519,high,SP,sao joaquim da barra,15,2885.58,0.01576590780097118,0.026373654383630242
520,med,RJ,belford roxo,32,2881.41,0.03363393664207185,0.026335541373843738
521,med,SP,francisco morato,32,2879.32,0.03363393664207185,0.02631643916989799
522,high,RJ,arraial do cabo,11,2872.81,0.011561665720712199,0.02625693900354064
523,high,RS,campo bom,15,2868.2599999999998,0.01576590780097118,0.026215352865763996
524,med,SC,lages,32,2857.24,0.03363393664207185,0.026114632154050025
525,high,MG,sao sebastiao do paraiso,13,2855.62,0.013663786760841689,0.026099825661039442
526,high,BA,guanambi,14,2847.72,0.014714847280906435,0.026027621158086593
527,med,MG,lavras,32,2840.73,0.03363393664207185,0.025963733882689077
528,med,MG,manhuacu,29,2839.36,0.030480755081877614,0.025951212342303583
529,med,SP,sao roque,30,2834.17,0.03153181560194236,0.025903776725806713
530,high,GO,catalao,12,2832.27,0.012612726240776945,0.025886411085856025
531,high,PR,campo mourao,12,2829.12,0.012612726240776945,0.025857620682779886
532,high,SC,navegantes,12,2824.66,0.012612726240776945,0.02581685712794828
533,high,SP,mirassol,11,2822.0,0.011561665720712199,0.025792545232017322
534,med,MG,conselheiro lafaiete,32,2818.38,0.03363393664207185,0.02575945911800602
535,low,SP,itaquaquecetuba,79,2816.09,0.08303378108511489,0.02573852895196019
536,high,MG,tres coracoes,15,2815.7,0.01576590780097118,0.025734964425865054
537,med,SC,balneario camboriu,31,2791.32,0.0325828761220071,0.025512135845866264
538,med,AM,manaus,32,2790.91,0.03363393664207185,0.025508388523561114
539,high,PR,telemaco borba,11,2769.2,0.011561665720712199,0.025309963237598286
540,high,RS,uruguaiana,12,2768.71,0.012612726240776945,0.02530548473045311
541,high,PI,parnaiba,15,2767.32,0.01576590780097118,0.025292780393857614
542,high,RS,viamao,15,2766.5,0.01576590780097118,0.025285285749247315
543,high,MG,alfenas,13,2760.69,0.013663786760841689,0.02523218345024022
544,med,MG,itajuba,31,2752.02,0.0325828761220071,0.025152941293202093
545,high,MG,carangola,12,2740.04,0.012612726240776945,0.025043446363407777
546,high,SP,embu-guacu,11,2727.58,0.011561665720712199,0.024929564324573286
547,high,ES,sao mateus,12,2721.27,0.012612726240776945,0.024871892120316014
548,high,RJ,barra do pirai,14,2718.44,0.014714847280906435,0.02484602645659999
549,high,SP,cosmopolis,13,2715.73,0.013663786760841689,0.02482125757014401
550,high,GO,itumbiara,12,2711.45,0.012612726240776945,0.024782139181202468
551,high,SC,sao miguel do oeste,11,2699.75,0.011561665720712199,0.02467520339834825
552,high,PB,patos,11,2682.2999999999997,0.011561665720712199,0.02451571370511696
553,high,MG,carmo do paranaiba,10,2669.42,0.010510605200647453,0.024397992945872318
554,med,MG,vicosa,30,2667.29,0.03153181560194236,0.02437852514950655
555,high,MG,pedro leopoldo,12,2667.22,0.012612726240776945,0.024377885362771523
556,med,MG,varginha,29,2667.18,0.030480755081877614,0.02437751977035151
557,high,SP,louveira,12,2661.93,0.012612726240776945,0.02432953576522462
558,low,PR,maringa,81,2660.18,0.08513590212524437,0.024313541096848985
559,med,PR,foz do iguacu,30,2651.57,0.03153181560194236,0.024234847328440886
560,high,PR,marechal candido rondon,13,2650.03,0.013663786760841689,0.024220772020270332
561,high,SC,rio do sul,12,2646.05,0.012612726240776945,0.024184395574478896
562,med,SP,votorantim,31,2640.79,0.0325828761220071,0.024136320171247
563,low,SP,americana,74,2640.75,0.07777847848479115,0.02413595457882698
564,high,RJ,vassouras,12,2638.15,0.012612726240776945,0.024112191071526047
565,high,RJ,paracambi,12,2638.11,0.012612726240776945,0.024111825479106033
566,high,SP,barra bonita,11,2638.0299999999997,0.011561665720712199,0.024111094294266
567,low,RJ,campos dos goytacazes,78,2625.4,0.08198272056505014,0.02399565848764645
568,high,SC,canoinhas,11,2621.82,0.011561665720712199,0.02396293796605516
569,high,ES,aracruz,12,2620.25,0.012612726240776945,0.023948588463569592
570,med,SP,botucatu,28,2619.47,0.02942969456181287,0.02394145941137931
571,high,RJ,tres rios,10,2617.14,0.010510605200647453,0.02392016365291347
572,high,MG,guaxupe,10,2613.2599999999998,0.010510605200647453,0.023884701188172073
573,high,MS,corumba,10,2598.47,0.010510605200647453,0.02374952339087174
574,high,PA,parauapebas,13,2594.13,0.013663786760841689,0.023709856613300176
575,med,MG,patos de minas,33,2591.59,0.0346849971621366,0.023686641494629262
576,high,MT,tangara da serra,11,2591.39,0.011561665720712199,0.02368481353252919
577,med,SC,criciuma,31,2588.62,0.0325828761220071,0.023659496257443187
578,low,SP,limeira,73,2588.17,0.0767274179647264,0.02365538334271803
579,high,SP,capivari,12,2579.34,0.012612726240776945,0.023574678815999846
580,med,MG,itabira,29,2574.03,0.030480755081877614,0.023526146422242933
581,low,SP,jacarei,77,2568.49,0.08093166004498539,0.023475511872070934
582,high,MG,coronel fabriciano,12,2566.17,0.012612726240776945,0.0234543075117101
583,high,SP,itarare,13,2562.13,0.013663786760841689,0.023417382677288642
584,high,PR,rolandia,10,2561.7,0.010510605200647453,0.023413452558773484
585,high,MG,ouro branco,13,2557.85,0.013663786760841689,0.023378264288347095
586,high,PR,mandaguari,11,2551.18,0.011561665720712199,0.023317301752309692
587,med,MG,teofilo otoni,30,2547.96,0.03153181560194236,0.023287871562498532
588,high,PE,garanhuns,12,2544.31,0.012612726240776945,0.023254511254172217
589,low,MT,cuiaba,68,2540.86,0.07147211536440268,0.023222978907945974
590,med,SC,palhoca,29,2533.27,0.030480755081877614,0.023153607746248236
591,high,MG,cataguases,12,2522.66,0.012612726240776945,0.02305663435683941
592,med,SP,poa,29,2521.66,0.030480755081877614,0.023047494546339052
593,low,RJ,volta redonda,71,2517.66,0.07462529692459692,0.023010935304337607
594,high,RJ,santo antonio de padua,10,2509.1099999999997,0.010510605200647453,0.022932789924559525
595,low,RJ,macae,70,2506.8,0.07357423640453217,0.022911676962303694
596,high,RS,santo antonio da patrulha,10,2505.21,0.010510605200647453,0.02289714466360812
597,high,MG,santa rita do sapucai,11,2503.75,0.011561665720712199,0.022883800540277593
